merchant_id,industry_segment,settlement_frequency,monthly_txn_count,average_ticket_size,monthly_transaction_volume,chargeback_rate,fraud_alert_rate,days_since_last_chargeback,concentration_ratio,reserve_coverage_ratio,prior_default_flag,gross_exposure,net_exposure,synthetic_pd_signal,risk_label
M02135,gaming,twice_weekly,4573,117.66,538062.88,0.03667,0.04462,29,0.0835,0.6489,0,44169.02,40965.67,1.0,1
M02136,gaming,daily,853,98.79,84272.02,0.02745,0.04435,182,0.2102,0.9111,0,5105.55,3825.23,1.0,1
M02137,retail,daily,941,74.31,69924.77,0.00448,0.0062,114,0.2165,0.7432,0,5765.49,4692.31,0.4061,1
M02138,restaurants,twice_weekly,549,58.22,31960.88,0.00159,0.00204,77,0.1519,0.9907,0,2338.32,1833.06,0.0278,0
M02139,restaurants,daily,5683,53.5,304055.01,0.00212,0.00264,28,0.212,0.5053,0,40050.02,36263.01,0.1111,0
M02140,restaurants,daily,2506,46.78,117235.72,0.00588,0.00493,4,0.1388,0.6075,0,9524.33,8249.24,0.4966,0
M02141,healthcare,daily,7186,146.15,1050206.11,0.00357,0.00489,20,0.3993,1.0174,0,114994.89,81450.26,0.2666,0
M02142,travel,daily,1121,364.83,408977.8,0.02452,0.02032,253,0.3839,0.957,0,61662.01,45108.23,1.0,1
M02143,restaurants,daily,2789,61.09,170376.42,0.0068,0.01057,142,0.1137,0.6532,0,18440.59,15647.4,0.8856,0
M02144,restaurants,daily,1428,46.68,66661.72,0.00421,0.00539,122,0.3241,0.8373,1,7954.67,6185.91,0.5903,1
M02145,retail,daily,410,77.9,31938.24,0.00425,0.00662,67,0.273,0.733,0,4550.3,3721.24,0.4415,1
M02146,healthcare,weekly,353,153.34,54129.53,0.0002,0.00035,105,0.1554,0.7159,0,9662.27,9413.66,0.0139,0
M02147,grocery,weekly,2103,21.24,44671.56,0.00078,0.00083,80,0.0592,0.842,0,3061.57,2807.1,0.0135,0
M02148,electronics,daily,168,255.22,42876.31,0.01816,0.01773,185,0.2084,0.8064,0,7015.26,5538.85,0.9999,1
M02149,restaurants,daily,1004,40.04,40198.36,0.00303,0.00537,12,0.2297,0.7497,0,5013.13,4067.41,0.2219,0
M02150,grocery,daily,2604,30.54,79523.3,0.00153,0.00119,7,0.4832,0.726,0,7417.62,6086.07,0.0567,0
M02151,marketplace,weekly,1011,59.02,59671.54,0.01428,0.01608,75,0.3202,0.8988,0,6670.07,5943.33,0.9993,1
M02152,grocery,twice_weekly,5406,13.88,75039.71,0.00141,0.00122,98,0.1909,0.667,0,7346.07,6757.5,0.0339,0
M02153,restaurants,daily,1190,37.68,44836.16,0.00218,0.00285,7,0.11,0.6286,0,2787.81,2391.92,0.079,0
M02154,restaurants,daily,1178,49.52,58336.14,0.00422,0.00298,15,0.2213,0.7092,0,7440.06,6152.58,0.1936,0
M02155,digital_services,daily,2184,101.3,221248.7,0.01122,0.01538,24,0.2916,0.5306,0,36094.54,32330.99,0.9983,1
M02156,restaurants,weekly,997,77.67,77433.12,0.00521,0.00402,79,0.2051,0.8808,0,10635.42,9563.73,0.2707,0
M02157,grocery,weekly,1914,33.97,65028.09,0.00125,0.0018,63,0.1351,1.0603,0,4219.33,3449.53,0.0183,0
M02158,retail,daily,1698,95.45,162072.3,0.00546,0.004,72,0.2787,0.7092,0,10276.52,8498.21,0.386,0
M02159,travel,daily,2934,288.62,846821.58,0.03293,0.05237,37,0.1404,0.7739,0,67827.06,54399.83,1.0,1
M02160,grocery,daily,668,43.4,28989.03,0.00292,0.00302,183,0.4272,1.0996,0,2437.22,1649.13,0.0844,0
M02161,travel,twice_weekly,1109,364.44,404165.37,0.02083,0.01816,179,0.1345,0.543,0,61669.13,59937.62,1.0,1
M02162,retail,weekly,1712,65.68,112448.44,0.00246,0.00359,79,0.2328,0.9287,0,14433.08,12664.21,0.0861,0
M02163,retail,daily,1270,90.95,115504.01,0.01019,0.00955,33,0.1439,0.6223,0,8390.96,7219.64,0.9661,1
M02164,travel,daily,1557,368.42,573627.74,0.03338,0.04114,65,0.3905,0.6242,0,70389.42,60513.68,1.0,1
M02165,healthcare,daily,1748,136.72,238979.61,0.0002,0.00035,73,0.2783,0.7022,0,34775.28,28851.38,0.019,0
M02166,retail,daily,1685,54.71,92185.74,0.00615,0.00911,82,0.148,0.7625,0,15170.29,12233.63,0.7646,1
M02167,healthcare,twice_weekly,4168,102.16,425818.37,0.00309,0.00546,82,0.1155,1.0678,0,32528.54,24445.57,0.1298,0
M02168,travel,daily,1837,292.81,537894.94,0.02055,0.03245,88,0.0539,0.7277,0,90275.97,74009.74,1.0,1
M02169,retail,weekly,1890,107.57,203314.75,0.00552,0.00958,184,0.1256,0.7831,0,12626.74,11915.8,0.7253,0
M02170,gaming,daily,2756,132.99,366522.39,0.03211,0.04557,36,0.0374,0.6311,0,52733.33,45194.69,1.0,1
M02171,travel,daily,902,323.83,292094.78,0.01721,0.02896,106,0.2143,0.7732,0,42233.78,33884.3,1.0,1
M02172,retail,daily,14402,77.94,1122460.8,0.00718,0.0093,330,0.1183,0.6466,0,163371.17,139037.18,0.9125,1
M02173,gaming,daily,327,113.49,37109.82,0.02923,0.0342,12,0.1628,0.5996,0,5002.82,4348.3,1.0,1
M02174,fuel,daily,1624,60.58,98378.99,0.00276,0.00403,9,0.412,0.9452,0,11750.27,8649.34,0.1415,0
M02175,retail,twice_weekly,1033,114.72,118510.67,0.00436,0.00718,108,0.1755,0.6303,0,17449.16,16320.05,0.5085,0
M02176,digital_services,daily,419,56.37,23621.11,0.01346,0.01929,134,0.2033,0.914,0,4228.0,3163.06,0.9996,1
M02177,travel,daily,528,353.09,186432.67,0.01586,0.01793,4,0.2229,0.6535,0,24649.89,20913.25,0.9999,1
M02178,restaurants,daily,574,43.55,24998.53,0.00371,0.00402,23,0.1646,0.7049,0,2517.51,2086.02,0.1898,0
M02179,retail,daily,1898,92.12,174845.69,0.00613,0.00666,21,0.2529,1.0723,0,10590.28,7277.37,0.5242,1
M02180,electronics,weekly,971,165.22,160429.7,0.01127,0.01712,59,0.231,1.0576,0,27030.98,22132.75,0.9973,1
M02181,restaurants,weekly,1388,45.74,63485.54,0.00162,0.00158,105,0.1721,0.9353,0,5036.76,4404.43,0.0278,0
M02182,electronics,daily,457,363.12,165945.18,0.01152,0.02059,130,0.3853,1.0088,0,24729.23,17597.8,0.9994,1
M02183,restaurants,twice_weekly,3300,46.14,152255.04,0.00279,0.00291,96,0.0714,0.9554,0,26988.81,21557.24,0.0602,0
M02184,fuel,twice_weekly,1597,46.87,74859.13,0.00199,0.00353,53,0.1714,0.7681,0,7079.95,6211.92,0.0736,0
M02185,gaming,weekly,483,58.08,28052.78,0.03326,0.04916,25,0.2673,0.6995,0,4326.28,4247.16,1.0,1
M02186,fuel,daily,987,51.03,50366.42,0.00271,0.0036,8,0.0982,0.8623,0,4510.11,3463.84,0.0821,0
M02187,restaurants,daily,3109,34.7,107895.71,0.0024,0.0021,54,0.1283,0.9103,0,13565.43,10167.62,0.045,0
M02188,digital_services,daily,865,99.01,85639.66,0.01751,0.03142,27,0.1235,0.4338,0,7481.29,6979.8,1.0,1
M02189,retail,weekly,537,117.61,63158.37,0.00447,0.00791,4,0.306,0.6112,0,7851.3,8023.16,0.6502,1
M02190,healthcare,twice_weekly,3081,193.47,596069.85,0.00299,0.00326,42,0.1125,0.7306,0,69748.77,62296.66,0.1226,0
M02191,grocery,daily,3187,40.74,129827.94,0.00156,0.00113,2,0.234,0.7464,0,22280.96,18106.54,0.0376,0
M02192,digital_services,daily,640,99.49,63673.46,0.01164,0.01537,85,0.4268,0.8109,0,5049.41,3978.02,0.998,1
M02193,marketplace,twice_weekly,1477,72.92,107709.75,0.00718,0.01055,159,0.1757,0.6194,0,14226.0,13370.42,0.9244,1
M02194,grocery,weekly,1017,17.82,18125.18,0.00155,0.00174,4,0.1334,0.8609,0,2682.97,2436.92,0.0299,0
M02195,digital_services,daily,742,107.28,79605.26,0.00525,0.00611,17,0.3391,0.8517,0,13085.73,10103.48,0.5526,1
M02196,restaurants,twice_weekly,1245,51.16,63696.63,0.00342,0.00283,39,0.0416,0.6434,1,6976.72,6486.74,0.2678,0
M02197,grocery,daily,1480,53.16,78670.92,0.00166,0.00176,206,0.362,0.9089,0,12356.1,9268.1,0.0417,0
M02198,gaming,daily,1291,104.72,135195.16,0.02434,0.01722,40,0.5479,0.615,0,11747.36,10140.81,1.0,1
M02199,retail,daily,2532,52.08,131863.21,0.00122,0.0018,113,0.3357,0.8186,0,20573.44,16146.47,0.0424,0
M02200,marketplace,twice_weekly,1040,53.26,55386.36,0.00911,0.0067,4,0.3607,0.8922,0,5323.17,4393.08,0.8882,1
M02201,grocery,weekly,428,40.7,17421.53,0.00197,0.00225,7,0.1136,0.7345,0,1953.4,1886.57,0.0488,0
M02202,electronics,daily,1436,188.84,271173.66,0.00884,0.00993,84,0.4425,0.571,0,16897.98,14873.3,0.9744,1
M02203,healthcare,daily,3737,102.8,384147.97,0.00129,0.00119,14,0.2438,0.7044,0,64368.64,53348.25,0.0431,0
M02204,fuel,daily,2201,40.58,89325.2,0.0028,0.00403,2,0.2785,0.5351,0,9623.38,8602.99,0.2051,0
M02205,retail,daily,1338,57.06,76342.4,0.0071,0.00895,39,0.0534,0.6366,0,9772.23,8354.22,0.828,1
M02206,digital_services,daily,2108,98.08,206763.1,0.01202,0.00932,66,0.219,1.0137,0,29318.46,20808.11,0.9782,1
M02207,marketplace,daily,981,88.8,87109.73,0.011,0.01891,60,0.3491,0.6926,0,14002.12,11668.71,0.9992,1
M02208,travel,daily,429,201.41,86404.43,0.01831,0.02473,4,0.1129,0.9176,1,9296.7,6942.13,1.0,1
M02209,fuel,daily,2670,69.45,185420.55,0.00319,0.00462,62,0.2061,0.8191,1,19381.23,15207.5,0.3719,0
M02210,grocery,daily,1906,31.98,60945.73,0.00293,0.00241,270,0.4027,0.6517,0,7473.19,6345.56,0.1319,0
M02211,electronics,twice_weekly,1200,256.57,307889.61,0.01786,0.01894,30,0.1151,1.0378,0,40076.36,30623.85,0.9999,1
M02212,travel,daily,1089,437.42,476346.66,0.01629,0.02013,82,0.0507,0.7005,0,73548.26,61068.6,0.9999,1
M02213,healthcare,twice_weekly,604,167.67,101272.1,0.00459,0.00576,127,0.2774,0.6913,0,12412.85,11291.58,0.4273,0
M02214,gaming,weekly,697,78.19,54495.53,0.01755,0.0252,17,0.1446,0.5321,0,4316.83,4566.66,1.0,1
M02215,healthcare,daily,2874,128.33,368833.38,0.00499,0.00518,60,0.0834,0.9623,0,36666.65,26748.88,0.265,1
M02216,grocery,daily,1940,25.82,50096.34,0.00535,0.00514,365,0.0749,0.8863,0,4704.47,3569.67,0.2896,0
M02217,grocery,daily,1565,46.27,72407.74,0.00372,0.00453,14,0.1784,0.794,0,9836.17,7812.97,0.1938,1
M02218,healthcare,twice_weekly,781,93.75,73222.22,0.00592,0.00942,61,0.227,0.6226,0,5641.47,5294.47,0.8131,1
M02219,electronics,daily,1436,117.48,168704.45,0.01321,0.01147,258,0.2105,0.6661,0,13352.12,11263.28,0.996,1
M02220,retail,daily,668,96.95,64761.84,0.00425,0.00736,201,0.1437,0.9434,0,8066.91,5943.65,0.364,0
M02221,retail,daily,1719,96.52,165917.0,0.00452,0.0038,57,0.226,0.8402,0,16873.22,13102.55,0.225,1
M02222,travel,daily,1357,296.42,402241.97,0.02516,0.02227,194,0.0815,0.6204,0,42698.75,36770.61,1.0,1
M02223,travel,daily,297,370.0,109888.61,0.03052,0.0512,4,0.4395,0.926,0,19650.34,14609.97,1.0,1
M02224,fuel,twice_weekly,1947,67.03,130500.84,0.00213,0.00335,136,0.102,0.8973,0,20241.75,16661.72,0.0564,0
M02225,healthcare,daily,585,163.12,95424.07,0.0017,0.00174,86,0.0676,0.8147,0,9288.55,7303.92,0.0302,0
M02226,retail,daily,2052,117.51,241140.01,0.00763,0.01195,324,0.0672,0.9551,0,23908.4,17507.95,0.9106,1
M02227,marketplace,twice_weekly,670,50.83,34052.87,0.01704,0.028,15,0.191,0.952,0,4926.37,3941.96,1.0,1
M02228,grocery,daily,963,43.82,42195.79,0.0028,0.00496,2,0.1378,0.7569,0,7081.16,5725.74,0.1545,1
M02229,grocery,twice_weekly,6409,34.61,221793.0,0.00222,0.00167,33,0.0808,0.7831,0,35514.41,30936.82,0.0424,0
M02230,marketplace,daily,348,60.95,21212.34,0.01605,0.02119,313,0.364,0.7061,0,2803.2,2321.48,1.0,1
M02231,retail,daily,2893,85.2,246492.19,0.00357,0.00568,11,0.2,0.8348,0,29043.71,22612.97,0.2687,0
M02232,marketplace,weekly,640,72.87,46637.89,0.01,0.01311,138,0.3922,0.8877,0,5714.82,5121.08,0.9893,1
M02233,grocery,daily,767,27.0,20708.84,0.00213,0.003,22,0.0694,0.7711,0,2682.76,2154.64,0.056,0
M02234,electronics,daily,938,248.92,233489.64,0.01225,0.01192,36,0.1677,0.7399,0,40487.61,33002.5,0.9941,1
M02235,restaurants,weekly,429,37.44,16062.84,0.00388,0.00348,109,0.1314,0.7912,0,1314.18,1235.32,0.1439,0
M02236,healthcare,twice_weekly,600,116.8,70081.28,0.00484,0.00465,16,0.1657,0.7958,0,6890.65,5965.63,0.2938,1
M02237,grocery,twice_weekly,1878,31.4,58973.6,0.00241,0.00398,225,0.2201,0.6062,0,4481.78,4237.0,0.1328,0
M02238,retail,daily,314,87.64,27517.59,0.00414,0.00505,33,0.5639,0.7422,0,2116.2,1723.12,0.4323,0
M02239,retail,daily,859,86.05,73919.62,0.00645,0.00653,103,0.0999,0.7846,0,12124.59,9674.68,0.5876,1
M02240,gaming,twice_weekly,1878,85.55,160659.6,0.02125,0.03597,1,0.3597,0.6281,1,19358.24,18122.78,1.0,1
M02241,retail,daily,991,47.47,47046.53,0.00533,0.00843,3,0.1231,1.0535,0,5394.11,3745.76,0.5303,1
M02242,grocery,daily,972,37.22,36176.67,0.00258,0.00462,87,0.0909,0.8926,0,3690.26,2791.17,0.0915,0
M02243,retail,twice_weekly,627,95.24,59712.54,0.00766,0.00554,143,0.2359,0.6936,0,5615.07,5102.34,0.7224,0
M02244,retail,daily,1050,76.28,80096.72,0.00363,0.00507,53,0.1445,0.773,0,11549.88,9267.69,0.2166,0
M02245,retail,daily,412,110.99,45729.19,0.00571,0.00476,10,0.1346,0.7357,0,4767.1,3893.52,0.4092,1
M02246,fuel,daily,2056,50.98,104808.66,0.00357,0.00454,65,0.3114,0.9583,0,6380.77,4664.57,0.1743,0
M02247,retail,daily,1848,114.07,210796.57,0.00769,0.0087,92,0.5046,1.0129,0,35605.71,25281.27,0.8841,1
M02248,digital_services,twice_weekly,1299,116.42,151227.66,0.02015,0.01465,68,0.1215,0.5822,0,23928.89,22863.12,0.9999,1
M02249,retail,weekly,3839,92.01,353210.0,0.00425,0.00735,352,0.5443,0.8147,0,25172.05,23392.59,0.6071,0
M02250,retail,daily,1437,87.29,125442.36,0.01166,0.0194,102,0.2429,0.6333,0,19318.69,16540.62,0.9994,1
M02251,gaming,daily,1270,135.13,171618.82,0.0268,0.04699,7,0.1964,0.5288,1,28306.52,25374.8,1.0,1
M02252,restaurants,daily,499,44.21,22059.89,0.00359,0.00505,70,0.051,0.681,0,3325.06,2785.73,0.2013,0
M02253,retail,daily,1803,40.69,73356.63,0.00235,0.00174,140,0.1132,0.9685,0,11701.13,8508.28,0.0357,0
M02254,digital_services,daily,718,113.67,81612.07,0.00509,0.00647,35,0.2172,0.6747,0,8123.16,6825.51,0.5677,0
M02255,electronics,weekly,1754,285.71,501143.09,0.0165,0.01204,158,0.0629,0.6016,0,68496.52,70294.75,0.9993,1
M02256,gaming,daily,1224,121.07,148193.4,0.02816,0.03328,68,0.1962,0.4683,0,14759.62,13574.49,1.0,1
M02257,healthcare,daily,7746,133.39,1033230.57,0.00441,0.00748,263,0.2043,0.3245,0,65418.99,63788.19,0.6994,1
M02258,restaurants,weekly,2788,47.28,131813.9,0.00309,0.00549,189,0.3985,0.712,0,23712.19,23144.22,0.3092,0
M02259,grocery,daily,933,35.53,33149.46,0.00212,0.00313,63,0.2525,0.8693,0,2592.1,1983.82,0.0657,0
M02260,travel,weekly,854,398.25,340104.53,0.02721,0.04083,45,0.2871,0.811,0,21532.21,20046.4,1.0,1
M02261,marketplace,daily,1419,58.42,82902.04,0.0162,0.02529,35,0.197,0.7858,0,13003.01,10369.47,1.0,1
M02262,electronics,daily,1804,236.98,427509.63,0.01402,0.01783,8,0.1232,0.6594,0,30579.93,25874.5,0.9996,1
M02263,travel,weekly,4178,319.17,1333509.1,0.01379,0.02299,29,0.1828,0.9338,1,186438.4,163153.03,1.0,1
M02264,grocery,daily,262,39.26,10284.82,0.00203,0.00264,68,0.3348,1.0126,0,1821.71,1293.66,0.0504,0
M02265,digital_services,daily,421,120.97,50927.1,0.01638,0.01314,11,0.1641,0.8301,0,5467.56,4266.85,0.9992,1
M02266,grocery,daily,1436,34.31,49273.33,0.00166,0.00188,125,0.3698,0.7745,0,7412.95,5943.83,0.0531,0
M02267,restaurants,twice_weekly,3481,25.32,88135.09,0.00226,0.00182,23,0.1969,0.7406,0,5676.93,5046.46,0.0576,0
M02268,gaming,daily,2076,144.74,300479.43,0.02023,0.02333,26,0.1159,0.6638,0,46857.31,39567.89,1.0,1
M02269,marketplace,daily,1051,52.44,55114.25,0.00152,0.00179,2,0.0959,0.7893,0,3747.6,2983.5,0.0382,0
M02270,healthcare,twice_weekly,1563,109.96,171864.51,0.0016,0.00127,4,0.4302,0.8482,0,24158.42,20383.89,0.0501,0
M02271,digital_services,twice_weekly,1966,83.26,163689.65,0.01517,0.01806,24,0.1559,0.6317,0,21671.99,20256.72,0.9998,1
M02272,digital_services,daily,595,96.96,57689.55,0.01401,0.02274,10,0.3929,1.0168,0,6315.97,4474.96,0.9999,1
M02273,restaurants,daily,475,31.45,14940.41,0.00342,0.00523,60,0.1858,0.6537,0,1762.12,1494.84,0.2474,0
M02274,restaurants,daily,632,43.51,27495.59,0.00215,0.00179,59,0.2456,0.6051,0,4011.19,3477.83,0.0696,0
M02275,healthcare,daily,1408,159.93,225184.81,0.0002,0.00028,83,0.2308,0.7931,0,20927.42,16630.01,0.0141,0
M02276,grocery,daily,1434,37.5,53774.31,0.00121,0.00187,24,0.1345,0.6085,0,5005.97,4333.9,0.0385,0
M02277,digital_services,daily,1874,127.8,239497.12,0.01467,0.01955,74,0.2045,0.5129,0,17469.88,15767.33,0.9999,1
M02278,fuel,daily,877,36.85,32315.37,0.00511,0.00412,88,0.2409,0.866,0,5011.61,3841.83,0.273,1
M02279,healthcare,daily,1253,175.84,220330.24,0.00624,0.01115,125,0.2133,0.5572,0,15371.48,13611.15,0.9075,1
M02280,digital_services,twice_weekly,888,31.59,28049.05,0.01391,0.01593,13,0.2467,0.6397,0,4896.26,4559.97,0.9994,1
M02281,travel,daily,1827,449.44,821125.11,0.02552,0.02624,67,0.3711,0.9588,0,62472.54,45658.7,1.0,1
M02282,fuel,weekly,1584,45.25,71668.51,0.00284,0.00302,15,0.3648,0.8773,0,9585.67,8635.09,0.1113,0
M02283,retail,weekly,472,101.01,47677.02,0.0089,0.01145,121,0.0338,0.9377,0,3583.9,3129.91,0.9335,1
M02284,marketplace,twice_weekly,1335,47.5,63417.8,0.00887,0.01235,4,0.2669,0.7166,0,4381.28,3938.94,0.9799,1
M02285,fuel,weekly,6085,45.77,278489.41,0.00375,0.00588,129,0.0426,1.0759,0,28231.83,22881.43,0.162,0
M02286,grocery,weekly,489,53.78,26296.33,0.00195,0.00207,208,0.4135,0.7907,0,2910.39,2736.46,0.0661,0
M02287,healthcare,daily,2319,140.36,325498.36,0.00131,0.00123,88,0.2066,0.9101,0,38901.24,29161.43,0.026,0
M02288,restaurants,twice_weekly,1048,33.31,34906.05,0.00512,0.00845,0,0.0954,0.9181,0,2623.39,2136.44,0.5449,1
M02289,fuel,daily,343,65.61,22503.86,0.00231,0.00366,97,0.17,0.9658,0,3375.36,2457.8,0.0643,0
M02290,retail,twice_weekly,2267,76.13,172596.69,0.00858,0.00721,5,0.1352,0.8233,0,27865.53,23802.96,0.8404,1
M02291,electronics,daily,3684,323.46,1191623.7,0.02192,0.03299,240,0.0449,0.7054,1,109730.45,90903.43,1.0,1
M02292,marketplace,daily,924,64.25,59368.03,0.00754,0.00781,33,0.1178,0.7654,0,10650.09,8576.57,0.8102,1
M02293,digital_services,daily,2283,89.82,205061.16,0.01689,0.01797,80,0.1679,0.7382,1,13389.49,10923.25,1.0,1
M02294,retail,weekly,2463,115.38,284188.41,0.00858,0.01474,205,0.1358,0.6688,0,21269.93,21178.46,0.9857,1
M02295,retail,daily,2253,73.66,165963.96,0.00727,0.00696,61,0.1031,0.7962,0,27535.46,21848.41,0.71,1
M02296,grocery,daily,2215,38.19,84582.0,0.00257,0.00203,12,0.4373,0.9756,0,10941.82,7926.06,0.0718,0
M02297,marketplace,daily,700,68.88,48217.19,0.00402,0.0046,365,0.1347,0.9399,0,3988.71,2944.17,0.1905,0
M02298,grocery,daily,2271,33.85,76868.78,0.00156,0.00177,70,0.0277,0.6071,0,10181.25,8819.61,0.0357,0
M02299,grocery,weekly,498,44.14,21982.32,0.00292,0.00242,12,0.2273,0.8933,0,2669.27,2385.09,0.0728,0
M02300,marketplace,twice_weekly,2262,84.92,192078.31,0.021,0.0204,35,0.2179,0.9391,0,17384.53,14004.59,1.0,1
M02301,electronics,daily,868,303.66,263579.16,0.01584,0.02829,270,0.1577,0.6002,0,21149.33,18377.31,1.0,1
M02302,restaurants,daily,389,40.28,15669.71,0.0045,0.00759,224,0.2257,0.7785,0,1792.3,1434.35,0.5002,1
M02303,travel,daily,1048,293.21,307287.17,0.00163,0.00149,25,0.1217,0.8194,0,45023.22,35321.72,0.0443,0
M02304,gaming,daily,318,97.13,30887.75,0.01022,0.01474,0,0.2796,0.6289,0,3381.34,2900.76,0.9965,1
M02305,travel,twice_weekly,3395,258.06,876122.14,0.00651,0.00724,171,0.3545,0.6773,1,136519.03,124989.94,0.9544,1
M02306,retail,twice_weekly,5136,108.25,555972.63,0.0066,0.00515,2,0.1184,0.9339,0,81421.57,65767.99,0.5187,0
M02307,gaming,daily,908,109.7,99604.37,0.01501,0.01075,28,0.2315,0.786,0,10361.07,8261.95,0.9979,1
M02308,travel,twice_weekly,1021,403.7,412179.99,0.02181,0.02773,48,0.3738,0.7571,0,54374.32,47958.3,1.0,1
M02309,digital_services,daily,5573,80.83,450475.9,0.0095,0.01411,37,0.1764,0.7587,1,72368.49,58466.73,0.997,1
M02310,healthcare,daily,727,74.48,54149.31,0.00392,0.00439,104,0.2268,1.0731,0,7244.34,4975.82,0.1469,1
M02311,electronics,daily,460,206.77,95115.61,0.02444,0.02271,110,0.0241,0.5895,0,9810.93,8565.43,1.0,1
M02312,grocery,twice_weekly,1666,32.81,54657.54,0.00222,0.00186,164,0.1321,0.8034,0,9711.42,8376.63,0.0431,0
M02313,retail,daily,3015,53.87,162430.48,0.00334,0.00431,91,0.3006,0.8009,0,25184.47,19937.7,0.2012,0
M02314,fuel,weekly,2350,48.73,114510.84,0.0046,0.00396,6,0.2177,0.564,0,19764.56,20622.39,0.3352,0
M02315,retail,daily,587,101.49,59576.86,0.0052,0.00922,40,0.1612,0.92,0,8434.07,6290.17,0.6309,1
M02316,retail,daily,240,94.97,22792.64,0.00185,0.00232,133,0.1931,0.975,0,3147.28,2280.64,0.0382,0
M02317,fuel,daily,542,73.04,39587.41,0.00259,0.00357,78,0.2829,0.7645,0,6730.25,5422.3,0.1148,0
M02318,restaurants,daily,3123,47.74,149095.69,0.00547,0.00946,43,0.2378,0.6581,0,12761.1,10804.03,0.7833,1
M02319,gaming,daily,3023,79.68,240882.52,0.02636,0.04382,28,0.3117,0.6025,0,17420.92,15122.26,1.0,1
M02320,healthcare,daily,912,145.61,132797.27,0.0049,0.0072,25,0.2873,0.6533,0,12735.2,10805.32,0.6023,1
M02321,grocery,twice_weekly,1566,40.05,62721.64,0.00194,0.00302,75,0.0693,0.9095,0,7221.96,5907.74,0.0411,0
M02322,grocery,daily,2923,45.23,132199.85,0.00217,0.00319,47,0.208,0.8024,0,10356.23,8192.73,0.0716,0
M02323,retail,twice_weekly,3884,97.29,377883.23,0.00231,0.00367,183,0.1242,1.0676,0,64123.44,48194.79,0.0643,0
M02324,grocery,twice_weekly,325,41.44,13468.35,0.00065,0.00096,124,0.0838,0.7392,0,1218.56,1083.97,0.0162,0
M02325,retail,daily,5147,59.7,307252.31,0.00415,0.00652,17,0.1173,0.8753,0,21754.82,16598.73,0.3266,0
M02326,electronics,daily,1387,293.13,406570.5,0.01381,0.02106,11,0.1371,0.599,0,41171.38,35793.8,0.9999,1
M02327,fuel,daily,1337,76.38,102116.59,0.00275,0.00293,65,0.1624,0.8073,0,9118.66,7196.39,0.079,0
M02328,fuel,daily,1595,58.96,94036.61,0.00373,0.00287,102,0.1358,0.7928,0,6502.31,5167.86,0.1122,0
M02329,digital_services,twice_weekly,808,76.07,61462.69,0.00793,0.0135,5,0.2481,0.6606,0,6303.64,5815.28,0.9808,1
M02330,gaming,weekly,2061,114.96,236923.63,0.02535,0.02039,74,0.3987,0.4395,1,22776.93,25055.12,1.0,1
M02331,digital_services,twice_weekly,910,108.09,98359.43,0.01919,0.02022,205,0.2515,0.6381,0,14720.24,13719.22,1.0,1
M02332,retail,daily,2401,92.29,221584.65,0.00931,0.01199,76,0.1731,0.6849,0,33045.58,27636.86,0.9771,1
M02333,restaurants,twice_weekly,2658,51.54,136986.98,0.00111,0.0019,24,0.1497,0.7743,0,22167.04,19391.97,0.0333,0
M02334,grocery,twice_weekly,1708,42.61,72772.11,0.00167,0.00192,181,0.4299,0.9527,0,5429.49,4342.91,0.0453,0
M02335,travel,daily,1452,329.47,478389.65,0.0192,0.0193,189,0.0982,0.6416,0,82813.08,70639.21,1.0,1
M02336,marketplace,weekly,700,64.17,44918.86,0.00842,0.01044,76,0.1987,0.8214,0,3764.95,3487.26,0.9375,1
M02337,healthcare,daily,636,165.9,105511.54,0.00186,0.00326,82,0.1786,0.6628,0,11317.99,9561.85,0.0787,0
M02338,retail,daily,957,69.0,66031.73,0.00423,0.00541,89,0.0624,0.6766,0,7120.1,5977.44,0.2861,0
M02339,digital_services,daily,1730,139.3,240993.82,0.01409,0.02281,50,0.1799,0.6517,1,29207.06,24799.14,1.0,1
M02340,grocery,daily,862,55.61,47935.19,0.00335,0.00364,94,0.047,0.7027,0,5475.05,4541.27,0.1161,0
M02341,fuel,weekly,595,49.95,29722.36,0.00246,0.00415,57,0.3277,0.7297,0,5321.13,5150.77,0.144,0
M02342,grocery,daily,1152,47.47,54686.43,0.00157,0.00138,89,0.2471,0.9384,0,6946.94,5131.8,0.0274,0
M02343,marketplace,daily,623,40.38,25158.65,0.01031,0.01035,101,0.0854,0.7124,0,2740.68,2263.05,0.9706,1
M02344,retail,daily,937,109.4,102504.95,0.00241,0.00396,59,0.02,0.6087,0,11401.77,9869.89,0.1049,0
M02345,marketplace,daily,3399,50.18,170566.77,0.00918,0.01649,3,0.1124,0.887,0,18541.63,14064.12,0.9922,1
M02346,grocery,daily,823,31.88,26237.02,0.00246,0.00191,192,0.4357,0.7309,0,4440.32,3634.94,0.0885,0
M02347,healthcare,daily,1541,191.91,295733.15,0.00191,0.00268,4,0.0496,0.7864,0,17887.28,14260.42,0.0493,0
M02348,restaurants,twice_weekly,569,54.96,31270.79,0.00378,0.0055,23,0.3634,0.7469,0,4453.83,3947.4,0.343,1
M02349,grocery,daily,339,41.54,14081.08,0.00126,0.00091,155,0.0837,1.0464,0,2112.05,1472.37,0.0129,0
M02350,grocery,twice_weekly,2673,49.27,131701.04,0.00257,0.00243,139,0.121,1.256,0,13720.36,9226.8,0.0292,0
